Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
2,13,0,0,2,20,3,0,7,1,48,47,1,230,0,0.65,14.55,145.7,6,0.06,-4.300000000000011,38,6.5,0,0,oil_change_needed
7,7,1,2,1,26,4,0,0,1,30,69,3,342,1,1.08,12.55,149.7,13,0.04,-0.3000000000000113,47,1.0,0,0,normal
2,7,0,2,1,22,5,0,10,0,47,15,1,416,2,2.84,14.56,174.1,5,0.16,24.099999999999994,38,3.5,0,0,oil_change_needed
2,5,1,1,0,15,2,0,8,2,32,61,1,169,3,1.33,14.06,162.7,1,0.01,12.699999999999989,26,2.5,0,0,oil_change_needed
2,11,0,1,2,16,1,0,14,2,35,54,0,165,2,2.92,14.93,146.4,1,0.12,-3.5999999999999943,31,5.5,0,0,normal
2,6,0,0,0,17,1,0,3,0,32,94,2,357,3,1.36,14.74,157.1,11,0.09,7.099999999999994,26,3.0,0,0,normal
7,9,0,1,1,24,1,0,16,3,69,61,0,268,1,2.16,14.69,144.2,11,0.09,-5.800000000000011,42,1.29,0,0,normal
5,8,1,1,2,11,1,1,17,1,51,41,0,156,1,1.02,14.64,144.8,7,0.17,-5.199999999999989,27,1.6,0,0,normal
5,6,0,1,2,30,1,0,18,1,68,66,1,361,2,4.15,13.91,148.1,2,0.09,-1.9000000000000057,43,1.2,0,0,normal
7,7,1,2,2,19,3,0,12,2,46,84,1,106,2,2.26,15.74,148.2,10,0.17,-1.8000000000000114,39,1.0,0,0,normal
3,12,1,3,2,22,3,0,14,7,53,15,2,387,2,0.52,12.92,175.1,0,0.04,25.099999999999994,44,4.0,0,0,sludge_formation
4,10,0,1,5,23,3,0,6,3,64,64,2,446,2,1.03,14.89,152.7,8,0.03,2.6999999999999886,41,2.5,0,0,normal
5,11,0,1,5,21,1,0,10,2,43,60,0,177,2,1.36,13.29,148.3,2,0.11,-1.6999999999999886,39,2.2,0,0,normal
7,12,1,3,2,18,1,0,13,3,51,15,1,485,2,0.24,14.37,152.0,12,0.11,2.0,42,1.71,1,1,water_contamination
7,5,1,0,2,29,0,0,14,1,31,65,0,475,4,1.62,13.62,164.0,12,0.18,14.0,42,0.71,0,0,oil_change_needed
4,10,1,1,0,21,1,1,17,2,53,56,2,189,2,1.39,14.22,148.0,11,0.06,-2.0,38,2.5,0,0,normal
5,11,1,2,2,25,2,1,2,2,40,29,1,436,0,1.21,13.36,150.3,11,0.12,0.3000000000000113,46,2.2,0,0,oil_change_needed
4,14,1,0,2,16,2,0,19,4,31,42,1,411,1,3.0,15.11,162.8,10,0.21,12.800000000000011,37,3.5,0,0,sludge_formation
4,9,1,2,3,17,0,0,10,1,44,75,2,282,3,2.77,14.57,152.4,13,0.11,2.4000000000000057,33,2.25,0,0,normal
2,8,0,2,2,19,2,0,11,4,61,36,1,448,0,1.63,12.79,137.3,12,0.12,-12.699999999999989,33,4.0,0,0,normal
5,11,0,0,4,18,4,0,7,2,47,60,0,305,3,0.41,15.21,141.3,13,0.13,-8.699999999999989,38,2.2,0,0,oil_change_needed
5,14,1,0,0,20,3,0,17,4,41,26,2,352,4,1.54,15.3,164.6,8,0.11,14.599999999999994,43,2.8,0,0,oil_change_needed
8,10,1,3,2,24,3,0,18,2,45,55,3,104,3,2.48,12.82,163.9,1,0.06,13.900000000000006,49,1.25,1,0,water_contamination
5,10,0,1,3,22,2,0,4,5,43,54,1,135,2,5.19,13.53,146.0,1,0.15,-4.0,40,2.0,0,0,normal
4,10,1,1,0,20,2,0,5,1,64,76,2,459,2,2.04,15.47,159.3,12,0.17,9.300000000000011,38,2.5,0,0,normal
3,3,1,1,1,19,1,0,1,2,59,37,2,238,5,2.36,13.56,162.2,1,0.05,12.199999999999989,28,1.0,0,0,oil_change_needed
8,7,0,1,1,18,2,0,9,4,55,28,3,104,2,1.71,14.85,157.8,9,0.06,7.800000000000011,36,0.88,0,0,oil_change_needed
6,8,0,0,1,20,0,0,13,2,48,16,0,248,0,2.22,16.61,159.6,13,0.18,9.599999999999994,34,1.33,0,0,oil_change_needed
7,9,1,0,3,28,2,0,7,0,36,11,0,216,3,2.24,16.33,149.8,5,0.12,-0.1999999999999886,47,1.29,0,0,oil_change_needed
5,9,0,1,5,29,3,0,2,2,57,87,2,492,0,1.46,13.37,147.8,7,0.09,-2.1999999999999886,47,1.8,0,0,normal
4,7,0,2,1,20,2,0,12,2,32,58,2,210,2,1.99,16.32,165.0,6,0.22,15.0,35,1.75,0,0,sludge_formation
5,14,0,1,2,21,3,1,3,6,35,34,0,158,1,2.61,16.65,155.2,0,0.07,5.199999999999989,44,2.8,0,0,normal
7,8,0,0,3,20,3,0,8,2,51,45,0,465,4,2.2,15.57,145.6,4,0.07,-4.400000000000006,38,1.14,0,0,normal
2,11,0,0,0,21,2,0,5,4,39,91,1,122,1,3.05,13.03,161.4,14,0.16,11.400000000000006,36,5.5,0,0,normal
7,7,0,0,2,17,0,0,13,4,61,79,2,128,1,1.45,13.41,166.3,10,0.12,16.30000000000001,31,1.0,0,0,sludge_formation
7,6,0,1,2,23,3,0,19,3,53,77,1,341,1,2.17,15.18,156.3,11,0.04,6.300000000000011,40,0.86,0,0,normal
4,9,1,1,0,23,1,0,6,2,69,74,1,417,2,1.63,13.64,172.0,0,0.07,22.0,39,2.25,0,0,oil_change_needed
6,11,0,1,0,20,4,0,15,2,45,58,1,199,0,1.66,13.43,143.8,1,-0.01,-6.199999999999989,42,1.83,0,0,normal
2,4,0,1,0,25,0,0,0,5,67,61,1,286,1,3.26,12.22,153.2,9,0.1,3.1999999999999886,32,2.0,0,0,normal
4,8,0,1,1,13,3,0,13,3,47,23,1,303,1,0.4,14.12,145.0,6,0.13,-5.0,29,2.0,0,0,oil_change_needed
6,11,0,1,3,20,1,0,13,4,65,14,3,291,2,2.36,15.67,164.0,3,0.17,14.0,39,1.83,0,0,oil_change_needed
3,15,1,0,1,28,1,0,13,0,35,88,0,234,4,0.95,13.11,132.4,3,0.11,-17.599999999999994,48,5.0,0,0,oil_change_needed
6,4,0,3,1,21,4,0,7,2,44,79,1,275,0,1.71,15.58,165.6,3,0.01,15.599999999999994,38,0.67,0,0,oil_change_needed
2,5,1,0,1,22,2,0,16,0,66,92,1,475,2,3.11,13.72,161.1,5,0.09,11.099999999999994,32,2.5,0,0,normal
4,9,1,1,2,18,1,0,17,6,57,66,1,435,3,2.02,14.16,158.4,7,0.01,8.400000000000006,34,2.25,1,0,water_contamination
6,12,0,0,4,29,0,0,19,2,42,54,2,103,2,2.74,15.48,170.7,9,0.13,20.69999999999999,47,2.0,0,0,oil_change_needed
3,13,0,2,3,17,1,0,4,3,54,13,0,158,0,1.79,14.74,157.5,13,0.05,7.5,36,4.33,0,0,oil_change_needed
5,11,0,1,3,27,3,0,1,5,63,85,0,317,2,0.99,14.26,155.4,11,0.16,5.400000000000006,47,2.2,0,0,oil_change_needed
6,7,0,0,6,24,2,0,8,3,67,17,1,202,3,1.86,14.99,155.8,0,0.12,5.800000000000011,39,1.17,0,0,dirt_in_oil
7,10,0,0,1,19,3,0,5,3,50,39,1,112,4,2.86,13.36,148.1,11,0.09,-1.9000000000000057,39,1.43,0,0,normal
2,18,0,1,3,22,0,0,5,3,57,72,2,490,2,2.11,16.94,163.4,3,0.12,13.400000000000006,43,9.0,0,0,oil_change_needed
0,11,1,1,0,24,4,0,18,2,42,29,0,268,3,0.68,14.49,153.7,3,0.13,3.6999999999999886,41,0.0,0,0,oil_change_needed
4,14,1,1,2,22,5,0,19,4,38,53,0,361,2,1.24,15.6,164.8,1,0.18,14.800000000000011,47,3.5,0,0,oil_change_needed
4,13,0,2,2,31,0,1,11,4,54,56,2,221,3,1.81,17.15,176.3,4,0.05,26.30000000000001,50,3.25,0,0,machine_depreciation
8,8,0,0,4,21,2,0,0,3,40,95,3,498,3,4.4,14.98,177.9,5,-0.01,27.90000000000001,39,1.0,0,0,oil_change_needed
5,10,1,3,1,15,2,0,10,2,69,48,1,204,3,2.42,15.48,151.4,13,0.12,1.4000000000000057,36,2.0,0,0,normal
7,6,1,1,0,22,2,1,12,5,60,27,1,101,0,3.1,15.4,148.3,8,0.14,-1.6999999999999886,39,0.86,0,0,oil_change_needed
6,11,0,0,3,25,1,0,0,5,44,96,2,294,1,1.5,13.27,160.3,6,0.09,10.300000000000011,43,1.83,0,0,normal
2,16,0,2,1,28,5,0,0,4,56,21,3,215,1,2.56,14.7,159.9,11,0.17,9.900000000000006,53,8.0,0,0,oil_change_needed
4,4,0,0,2,18,1,0,0,1,54,24,0,357,1,2.51,15.56,159.2,1,0.09,9.199999999999989,27,1.0,0,0,oil_change_needed
3,9,0,2,1,22,2,0,8,2,32,81,0,298,1,1.66,17.99,162.9,1,0.14,12.900000000000006,38,3.0,0,0,oil_change_needed
2,11,0,0,4,13,4,0,10,5,42,50,0,378,0,0.15,17.13,151.6,9,0.09,1.5999999999999943,30,5.5,0,0,oil_change_needed
4,10,0,1,3,20,1,0,6,4,37,31,1,282,2,0.52,12.9,134.9,1,0.03,-15.099999999999994,36,2.5,0,0,oil_change_needed
5,15,1,1,6,21,0,0,10,1,33,32,0,439,0,2.38,12.78,158.0,14,0.15,8.0,43,3.0,0,0,dirt_in_oil
3,6,0,2,0,21,1,0,4,3,61,12,1,185,2,2.98,13.76,176.6,2,0.08,26.599999999999994,33,2.0,0,0,oil_change_needed
1,8,0,1,1,16,7,0,11,3,50,37,4,122,0,2.82,14.63,164.5,1,0.09,14.5,33,8.0,0,0,oil_change_needed
3,3,1,1,1,18,1,0,19,1,52,38,2,236,1,3.77,14.69,154.0,11,0.12,4.0,27,1.0,0,0,normal
4,12,1,2,2,17,1,1,4,3,46,98,1,492,5,1.37,14.43,165.8,14,0.11,15.800000000000011,37,3.0,0,0,sludge_formation
7,5,0,1,1,25,2,0,13,2,67,74,2,130,3,-0.06,18.35,160.8,3,0.06,10.800000000000011,40,0.71,0,0,oil_change_needed
10,13,0,1,1,24,2,0,14,4,34,45,0,221,2,3.04,14.67,146.3,7,0.08,-3.6999999999999886,50,1.3,0,0,normal
3,9,0,1,3,17,1,0,12,3,69,70,1,199,1,1.87,16.12,155.0,14,0.08,5.0,31,3.0,0,0,normal
5,8,0,0,0,21,0,0,19,2,34,50,1,412,2,2.7,15.37,170.3,5,0.1,20.30000000000001,34,1.6,0,0,oil_change_needed
1,7,0,1,1,16,4,0,4,4,58,68,1,141,1,1.08,14.33,146.2,8,0.09,-3.8000000000000114,29,7.0,0,0,normal
4,9,0,0,1,22,2,0,9,1,32,66,0,247,2,2.9,16.18,162.2,0,0.15,12.199999999999989,37,2.25,0,0,oil_change_needed
2,9,0,0,3,26,2,0,19,6,39,46,1,274,5,2.21,12.95,146.2,10,0.2,-3.8000000000000114,39,4.5,0,0,oil_change_needed
4,8,0,1,1,27,1,0,16,5,48,25,1,261,2,2.63,12.57,153.3,0,0.09,3.300000000000012,41,2.0,0,0,oil_change_needed
6,6,0,0,1,20,1,0,12,2,42,66,0,290,4,2.43,12.85,161.9,5,0.1,11.900000000000006,33,1.0,0,0,normal
6,7,0,0,1,17,1,0,11,4,44,43,2,110,1,2.2,14.33,138.8,4,0.17,-11.199999999999989,31,1.17,0,0,normal
2,12,0,0,5,20,2,0,4,4,38,89,0,281,3,2.79,12.18,147.8,13,0.05,-2.1999999999999886,36,6.0,0,0,normal
4,8,0,3,2,20,2,0,8,4,42,87,2,204,4,5.32,14.16,175.2,8,0.08,25.19999999999999,37,2.0,0,0,oil_change_needed
5,10,0,1,5,19,2,1,1,2,50,29,0,320,1,2.8,16.33,159.7,2,0.08,9.699999999999989,37,2.0,0,0,oil_change_needed
2,11,0,2,2,11,2,0,19,3,66,49,1,408,2,3.08,12.07,150.8,3,0.09,0.8000000000000114,28,5.5,0,0,normal
6,13,1,2,3,22,4,0,14,4,62,89,1,408,3,1.54,12.16,139.4,12,0.06,-10.599999999999994,48,2.17,0,0,normal
7,11,1,2,2,20,1,1,4,4,35,90,2,114,0,1.93,12.38,166.3,3,0.12,16.30000000000001,42,1.57,0,0,oil_change_needed
6,12,0,3,0,21,3,0,2,5,44,82,1,163,3,1.02,14.42,136.7,13,0.12,-13.300000000000011,45,2.0,0,0,normal
2,11,0,0,0,16,1,0,13,1,38,31,0,123,0,0.35,13.75,161.5,12,0.13,11.5,30,5.5,0,0,oil_change_needed
3,14,0,0,3,17,0,0,6,4,45,73,0,186,3,1.08,15.14,148.1,11,0.11,-1.9000000000000057,34,4.67,0,0,normal
3,15,0,0,4,21,3,0,14,4,39,83,0,366,2,1.88,11.7,168.2,11,0.13,18.19999999999999,42,5.0,0,0,oil_change_needed
5,15,0,0,1,21,1,1,0,4,57,99,1,309,2,2.38,13.55,158.4,11,0.09,8.400000000000006,42,3.0,0,0,normal
5,9,1,1,1,24,1,0,14,4,46,28,1,496,3,3.09,16.4,157.8,11,0.09,7.800000000000011,41,1.8,0,0,oil_change_needed
8,14,1,2,2,18,3,0,18,4,68,23,0,418,2,2.48,13.46,176.6,13,0.1,26.599999999999994,46,1.75,0,0,oil_change_needed
7,8,1,2,3,23,0,1,19,4,30,17,2,452,1,1.44,16.14,140.7,7,0.13,-9.300000000000011,41,1.14,0,0,oil_change_needed
3,14,1,0,1,22,2,0,5,5,44,81,2,447,1,2.19,13.5,178.6,3,0.22,28.599999999999994,42,4.67,0,0,sludge_formation
3,12,0,1,0,20,3,0,3,3,34,89,4,160,3,2.36,12.83,153.6,1,0.13,3.5999999999999943,39,4.0,0,0,normal
2,12,1,2,6,15,1,1,17,2,39,13,1,433,4,0.08,13.58,152.3,11,0.15,2.300000000000012,33,6.0,0,0,dirt_in_oil
3,11,0,1,4,18,1,0,19,8,54,53,0,218,5,3.03,13.01,177.6,11,0.1,27.599999999999994,34,3.67,0,1,oil_change_needed
5,7,1,2,1,19,2,0,5,0,61,28,3,142,0,1.21,10.7,152.3,8,0.1,2.300000000000012,36,1.4,0,0,oil_change_needed
4,9,1,0,1,10,2,0,0,1,62,36,2,154,2,2.09,13.66,137.8,9,0.08,-12.199999999999989,26,2.25,0,0,normal
2,8,0,0,5,15,1,0,11,3,60,96,0,346,4,2.68,15.97,159.0,7,0.02,9.0,26,4.0,0,1,normal
2,7,0,1,2,19,2,1,8,1,64,49,0,232,4,3.11,15.47,150.0,11,0.03,0.0,31,3.5,0,0,normal
3,8,0,2,1,22,1,0,7,3,61,13,4,415,0,2.15,14.71,156.3,10,0.1,6.300000000000011,36,2.67,0,0,oil_change_needed
5,11,1,0,4,17,7,0,7,3,42,90,1,231,2,2.22,12.89,140.2,1,0.09,-9.800000000000011,41,2.2,0,0,normal
3,13,0,2,4,20,4,0,5,4,31,80,1,176,0,1.74,14.17,143.9,14,0.18,-6.099999999999994,42,4.33,0,0,normal
4,7,0,1,1,18,0,1,4,5,66,14,0,325,2,3.28,16.88,172.9,9,0.11,22.90000000000001,30,1.75,0,0,oil_change_needed
6,8,1,2,4,21,2,1,10,4,59,36,0,381,2,1.64,11.15,154.2,5,0.12,4.199999999999989,40,1.33,0,0,normal
9,9,1,2,1,25,3,0,3,2,49,68,2,404,0,1.25,15.05,154.8,5,0.07,4.800000000000011,49,1.0,0,0,normal
4,20,0,1,3,28,1,0,19,3,30,45,0,347,5,2.74,15.5,144.1,12,0.09,-5.900000000000006,54,5.0,0,0,normal
5,13,0,0,1,14,3,0,16,3,57,81,3,284,1,1.67,13.34,159.9,14,0.04,9.900000000000006,35,2.6,0,0,normal
4,12,1,1,1,25,2,0,6,2,31,71,4,462,2,1.96,13.13,159.7,0,0.16,9.699999999999989,45,3.0,0,0,normal
4,14,1,0,0,20,1,0,14,6,41,11,1,379,0,4.43,14.45,153.5,6,0.18,3.5,40,3.5,0,0,oil_change_needed
7,15,0,1,0,21,3,0,0,2,34,14,2,146,2,1.71,14.63,174.4,12,0.02,24.40000000000001,47,2.14,0,0,oil_change_needed
6,7,1,0,1,25,1,1,9,6,54,11,0,376,1,1.02,14.8,168.1,4,0.04,18.099999999999994,40,1.17,0,0,sludge_formation
3,11,0,0,0,19,0,0,11,7,55,59,1,351,3,2.01,17.59,142.9,3,0.17,-7.099999999999994,33,3.67,0,0,normal
5,12,0,2,5,23,2,1,0,4,69,45,2,229,2,1.49,13.15,161.2,13,0.15,11.199999999999989,44,2.4,0,0,normal
9,6,0,2,1,19,2,1,18,3,44,49,2,162,2,1.42,15.38,150.6,12,0.18,0.5999999999999943,38,0.67,0,0,normal
4,5,0,2,1,30,1,1,10,6,31,42,1,435,3,2.27,12.92,164.4,5,0.08,14.400000000000006,42,1.25,0,0,oil_change_needed
7,10,1,1,1,18,2,0,16,7,45,28,2,325,1,1.65,14.62,151.8,12,0.03,1.8000000000000114,39,1.43,0,0,oil_change_needed
1,7,1,0,1,20,1,0,14,2,57,11,2,282,3,2.89,13.92,155.9,9,0.14,5.900000000000006,30,7.0,0,0,oil_change_needed
9,11,1,3,0,19,2,0,0,3,44,44,2,116,1,0.24,16.7,166.4,3,0.16,16.400000000000006,45,1.22,0,0,sludge_formation
5,8,0,1,2,30,1,0,15,6,46,78,0,207,4,1.4,13.72,158.8,0,0.12,8.800000000000011,45,1.6,1,0,water_contamination
2,5,0,2,0,16,0,1,0,3,47,14,0,310,0,2.49,13.02,164.3,5,0.06,14.300000000000011,25,2.5,0,0,oil_change_needed
5,10,0,0,3,23,6,0,1,4,45,65,2,345,1,3.12,17.16,174.3,0,0.07,24.30000000000001,44,2.0,0,0,oil_change_needed
5,13,0,0,1,19,2,0,11,1,49,73,1,146,2,0.01,12.49,158.4,9,0.09,8.400000000000006,39,2.6,0,0,oil_change_needed
7,16,0,0,0,25,4,0,9,2,49,82,3,213,0,0.77,15.17,169.5,10,0.12,19.5,52,2.29,0,0,sludge_formation
6,9,1,1,2,27,1,0,7,2,56,17,1,154,1,0.46,15.26,153.0,1,0.07,3.0,45,1.5,0,0,oil_change_needed
1,12,0,2,1,18,5,1,3,2,42,36,1,157,3,1.21,14.22,152.8,14,0.17,2.800000000000012,38,12.0,0,0,normal
3,8,0,0,0,22,3,0,16,2,45,28,1,310,3,3.08,12.27,159.2,12,0.13,9.199999999999989,36,2.67,1,0,water_contamination
2,8,0,0,2,23,2,1,15,2,35,63,1,486,1,-0.09,15.49,153.0,10,0.01,3.0,35,4.0,0,0,oil_change_needed
6,13,1,0,1,17,0,0,18,4,34,71,0,125,1,-0.22,16.43,171.1,10,0.1,21.099999999999994,37,2.17,0,0,sludge_formation
9,4,0,0,1,22,1,0,14,3,33,43,0,452,1,1.15,12.72,182.5,2,0.11,32.5,36,0.44,0,0,sludge_formation
3,12,0,1,2,25,1,1,13,3,69,78,1,238,1,2.17,14.51,151.0,13,0.11,1.0,42,4.0,0,0,normal
4,8,0,4,4,20,1,0,13,3,69,81,0,184,4,2.68,12.01,164.4,10,0.1,14.400000000000006,37,2.0,0,0,oil_change_needed
5,14,0,1,0,23,3,0,1,1,34,79,1,284,2,1.5,12.81,131.9,4,0.05,-18.099999999999994,46,2.8,0,0,normal
4,17,0,1,5,12,0,1,14,1,63,17,0,316,1,2.36,13.83,137.5,3,0.17,-12.5,34,4.25,0,0,oil_change_needed
5,6,0,1,3,20,2,0,15,3,65,36,0,416,1,2.14,16.4,159.0,13,0.1,9.0,34,1.2,0,0,normal
7,8,0,2,3,18,3,0,11,0,56,39,1,147,3,3.07,16.36,151.9,12,0.08,1.9000000000000057,38,1.14,0,0,normal
6,8,0,1,1,14,1,0,4,1,50,67,0,137,3,2.12,16.31,151.6,8,0.17,1.5999999999999943,30,1.33,0,0,normal
6,8,0,0,2,25,0,0,12,4,55,77,1,200,3,-0.15,15.05,170.0,4,0.13,20.0,39,1.33,0,0,sludge_formation
4,11,0,0,3,20,0,0,4,1,69,75,2,203,0,2.36,14.82,159.1,4,0.08,9.099999999999994,35,2.75,0,0,normal
5,10,1,2,1,23,3,1,16,3,45,72,1,496,2,3.1,16.76,156.0,0,0.15,6.0,44,2.0,0,0,normal
0,14,0,1,3,27,3,0,7,1,51,61,2,446,2,1.41,16.45,147.8,3,0.14,-2.1999999999999886,45,0.0,0,0,normal
2,13,0,0,0,20,1,0,17,3,53,81,1,467,2,0.21,14.6,152.1,6,0.04,2.0999999999999943,36,6.5,1,0,water_contamination
4,13,0,0,0,20,1,0,12,2,59,78,1,186,1,3.12,16.62,145.2,7,0.09,-4.800000000000011,38,3.25,0,0,normal
6,12,1,1,1,17,2,0,3,3,66,59,0,173,1,2.97,12.65,140.4,1,0.05,-9.599999999999994,39,2.0,1,0,water_contamination
5,13,0,1,1,22,3,1,5,1,31,30,0,361,3,1.47,15.01,143.6,0,0.08,-6.400000000000006,44,2.6,0,0,normal
4,7,1,3,2,23,1,0,8,3,68,32,1,471,3,3.61,14.7,156.8,2,0.08,6.800000000000011,39,1.75,0,0,normal
3,11,0,1,1,22,2,0,15,0,65,46,0,102,1,0.46,17.54,153.0,11,0.05,3.0,39,3.67,0,0,oil_change_needed
4,6,0,1,3,21,1,0,5,2,60,93,0,162,4,1.13,15.89,169.3,0,0.13,19.30000000000001,33,1.5,0,0,sludge_formation
3,13,0,1,3,22,2,0,13,3,59,12,2,321,1,1.9,13.1,148.8,1,0.08,-1.1999999999999886,41,4.33,0,0,oil_change_needed
4,10,1,1,4,17,1,0,15,3,67,19,1,102,2,1.95,11.11,155.5,9,0.13,5.5,34,2.5,0,0,oil_change_needed
2,11,0,0,0,22,3,0,16,3,37,70,3,297,1,4.09,15.74,142.8,5,0.11,-7.199999999999989,38,5.5,0,0,normal
9,13,1,3,4,25,4,0,18,0,55,24,1,180,2,1.96,13.53,164.1,9,0.3,14.099999999999994,55,1.44,0,0,sludge_formation
5,10,0,0,2,22,1,0,8,3,62,71,1,119,2,1.85,15.62,166.4,0,0.13,16.400000000000006,38,2.0,0,0,oil_change_needed
7,13,0,2,0,31,6,0,17,3,39,24,0,226,2,1.39,14.76,161.3,5,0.09,11.300000000000011,59,1.86,0,0,machine_depreciation
6,7,0,3,2,21,2,0,12,2,54,22,2,211,1,4.51,15.45,158.9,3,0.14,8.900000000000006,39,1.17,0,0,oil_change_needed
5,17,0,0,3,28,1,0,2,5,44,69,1,170,2,-0.05,16.88,163.0,1,0.07,13.0,51,3.4,0,0,oil_change_needed
3,11,1,0,3,25,1,0,14,6,31,47,0,197,2,2.34,12.19,169.8,14,0.11,19.80000000000001,41,3.67,0,0,oil_change_needed
8,9,1,1,2,27,1,0,12,4,61,76,3,230,0,2.14,13.54,165.0,7,0.02,15.0,47,1.12,0,0,oil_change_needed
3,6,0,2,1,23,2,0,6,2,63,57,3,403,4,2.13,14.83,172.7,12,0.19,22.69999999999999,36,2.0,0,0,oil_change_needed
4,9,0,0,2,21,2,1,8,2,67,85,1,257,2,2.77,15.33,162.7,7,0.11,12.699999999999989,36,2.25,0,0,oil_change_needed
6,6,0,0,3,21,3,0,15,2,69,65,0,333,0,2.48,14.66,151.3,1,0.06,1.3000000000000114,36,1.0,0,0,normal
4,4,0,0,2,21,3,0,2,2,50,24,0,134,1,2.16,11.39,168.0,5,0.02,18.0,32,1.0,0,0,oil_change_needed
5,12,0,1,2,13,3,0,0,4,65,67,2,443,1,2.52,14.73,153.0,8,-0.07,3.0,34,2.4,0,0,normal
5,11,1,0,4,28,1,0,7,3,43,87,0,185,2,2.02,14.34,179.9,11,0.13,29.90000000000001,46,2.2,0,0,oil_change_needed
2,11,0,0,1,21,1,0,15,5,44,59,2,313,2,1.21,14.26,160.1,6,0.11,10.099999999999994,35,5.5,0,0,normal
5,9,0,2,1,22,0,1,13,1,61,72,2,443,2,1.26,15.72,175.5,13,0.09,25.5,38,1.8,0,0,sludge_formation
2,5,0,2,0,29,3,0,19,1,47,24,1,360,2,2.01,16.8,164.8,13,0.12,14.800000000000011,41,2.5,0,0,oil_change_needed
5,13,0,2,1,17,2,1,15,2,37,84,1,442,2,4.23,16.44,147.6,10,0.08,-2.4000000000000057,39,2.6,0,0,normal
3,5,0,0,4,17,2,0,12,0,52,75,0,343,1,1.67,16.87,145.7,5,0.15,-4.300000000000011,27,1.67,0,0,normal
3,6,1,1,1,11,2,0,1,3,40,77,1,478,1,1.91,15.23,161.9,0,0.01,11.900000000000006,24,2.0,0,0,normal
6,14,1,1,4,12,1,0,17,3,44,67,0,147,2,1.53,14.5,157.4,14,0.12,7.400000000000006,35,2.33,0,0,normal
7,13,1,0,1,17,3,0,19,1,58,77,0,101,0,2.91,12.17,158.1,7,0.08,8.099999999999994,41,1.86,0,0,normal
4,14,0,1,3,23,4,1,7,4,65,39,1,251,1,2.21,14.38,168.6,5,0.04,18.599999999999994,46,3.5,1,0,water_contamination
2,11,0,1,3,22,2,0,7,5,40,22,1,274,1,1.65,15.3,155.0,10,0.09,5.0,38,5.5,0,0,oil_change_needed
3,12,0,0,1,25,2,0,0,4,56,96,2,219,2,1.04,13.77,141.5,12,0.05,-8.5,42,4.0,0,0,normal
5,6,1,3,1,29,2,1,8,2,55,59,2,385,2,2.38,13.59,144.1,1,0.1,-5.900000000000006,46,1.2,0,0,normal
4,12,0,3,1,23,2,0,13,2,60,10,1,153,3,2.81,12.56,147.0,4,0.09,-3.0,44,3.0,0,0,oil_change_needed
2,10,1,1,2,29,2,0,19,4,63,42,1,335,2,1.86,15.06,163.4,9,0.14,13.400000000000006,45,5.0,0,0,oil_change_needed
4,11,0,2,3,27,3,0,9,4,65,80,1,303,5,3.37,15.38,166.8,5,0.04,16.80000000000001,47,2.75,0,0,oil_change_needed
9,10,1,0,1,22,1,0,12,0,38,76,0,346,2,1.66,15.15,151.7,12,0.02,1.6999999999999886,43,1.11,0,0,normal
0,6,0,1,5,18,0,0,0,1,54,58,0,362,1,1.36,14.01,164.0,9,0.14,14.0,25,0.0,0,0,oil_change_needed
5,10,0,1,3,14,2,0,12,1,50,66,2,185,3,2.43,14.69,148.6,12,0.04,-1.4000000000000057,32,2.0,0,0,normal
4,7,0,2,3,21,4,0,7,2,62,41,0,414,1,1.11,16.37,146.5,0,0.15,-3.5,38,1.75,0,0,normal
3,11,0,2,3,20,2,0,1,2,41,12,0,240,1,3.74,16.47,156.9,10,0.08,6.900000000000006,38,3.67,0,0,oil_change_needed
4,6,0,0,1,18,2,0,16,3,35,40,1,111,0,2.63,13.47,154.9,7,0.03,4.900000000000006,30,1.5,0,0,normal
7,7,1,1,2,29,3,0,14,1,32,57,2,302,2,1.91,14.62,151.1,1,0.05,1.0999999999999943,48,1.0,0,0,normal
4,5,0,0,2,26,1,0,10,3,31,39,2,117,1,2.29,12.67,167.4,13,0.09,17.400000000000006,36,1.25,0,0,oil_change_needed
2,10,1,0,5,23,4,0,4,3,64,93,1,460,2,1.73,13.74,140.1,6,0.08,-9.900000000000006,40,5.0,0,0,normal
2,4,1,0,1,16,1,1,0,0,35,75,3,183,3,1.31,15.88,153.2,4,0.16,3.1999999999999886,24,2.0,0,0,normal
3,8,0,1,2,16,1,0,5,1,59,98,2,151,5,1.27,13.5,131.2,7,0.13,-18.80000000000001,29,2.67,0,0,normal
5,7,0,0,1,21,3,0,13,4,36,30,0,403,3,1.36,14.8,148.9,11,0.1,-1.0999999999999943,36,1.4,0,0,normal
8,16,0,1,2,13,1,0,18,0,34,42,1,421,5,1.84,16.3,156.8,8,0.07,6.800000000000011,39,2.0,0,0,normal
3,15,0,1,0,22,2,0,0,0,37,65,0,183,2,2.55,14.56,153.2,2,0.14,3.1999999999999886,43,5.0,1,0,water_contamination
5,14,0,0,0,19,7,0,16,3,43,12,1,120,2,1.5,13.3,155.5,14,0.11,5.5,45,2.8,0,0,oil_change_needed
